Serial_number,csa_id,csa_name,chat_id,date,issue_type,chat_duration,Status_of_chat,Issue_resolved_review,CCXU,Concession_given,Concession_amount
8136,11235,Kunal,CH08136,1/3/2026,Stuck in Shipment,25,Resolved,No,5,Yes,76
8137,11224,Jameel,CH08137,1/21/2026,Refund Not Received,7,Resolved,Yes,4,Yes,59
8138,11240,Santosh,CH08138,1/1/2026,Account Locked,12,Resolved,Yes,5,Yes,12
8139,11230,Pawan,CH08139,1/22/2026,Item Missing,17,Resolved,Yes,5,Yes,48
8140,11236,Shakshi,CH08140,1/27/2026,Delivered Not Received,19,Transfer,Not sent,3,No,0
8141,11226,Akash,CH08141,1/5/2026,Unknown Charge,18,Transfer,Not sent,4,No,0
8142,11236,Shakshi,CH08142,1/6/2026,Order Cancelled Issue,10,Parked,Not sent,4,No,0
8143,11224,Jameel,CH08143,1/4/2026,Account Locked,13,Transfer,Not sent,4,No,0
8144,11222,Amit,CH08144,1/3/2026,Stuck in Shipment,15,Resolved,No response,4,No,0
8145,11228,Muskan,CH08145,1/9/2026,Wrong Amount Charged,13,Resolved,No response,5,No,0
8146,11225,Kareem,CH08146,1/10/2026,Wrong Amount Charged,8,Resolved,No response,5,Yes,26
8147,11232,Vivek,CH08147,1/3/2026,Account Locked,4,Resolved,Yes,4,No,0
8148,11228,Muskan,CH08148,1/13/2026,Order Cancelled Issue,17,Resolved,Yes,4,Yes,100
8149,11240,Santosh,CH08149,1/11/2026,Delivered Not Received,17,Resolved,No response,5,Yes,71
8150,11231,Venkat,CH08150,1/9/2026,Whole Package Missing,4,Resolved,Yes,4,Yes,70
8151,11223,Neha,CH08151,1/17/2026,Stuck in Shipment,20,Transfer,Not sent,4,No,0
8152,11230,Pawan,CH08152,1/6/2026,Unknown Charge,14,Transfer,Not sent,4,No,0
8153,11238,Shanti,CH08153,1/12/2026,Order Cancelled Issue,4,Resolved,No,4,Yes,73
8154,11233,Naman,CH08154,1/25/2026,Whole Package Missing,20,Resolved,Yes,5,Yes,11
8155,11226,Akash,CH08155,1/7/2026,Account Locked,22,Parked,Not sent,2,No,0
8156,11221,Anuj,CH08156,1/11/2026,Stuck in Shipment,16,Resolved,Yes,5,Yes,38
8157,11221,Anuj,CH08157,1/27/2026,Stuck in Shipment,3,Resolved,Yes,5,Yes,92
8158,11224,Jameel,CH08158,1/27/2026,Order Cancelled Issue,4,Parked,Not sent,2,No,0
8159,11234,Mohan,CH08159,1/5/2026,Refund Not Received,7,Transfer,Not sent,3,No,0
8160,11235,Kunal,CH08160,1/16/2026,Wrong Amount Charged,25,Parked,Not sent,3,No,0
8161,11238,Shanti,CH08161,1/13/2026,Wrong Amount Charged,13,Resolved,No,5,Yes,84
8162,11225,Kareem,CH08162,1/29/2026,Refund Not Received,24,Transfer,Not sent,3,No,0
8163,11227,Godavari,CH08163,1/13/2026,Stuck in Shipment,17,Resolved,Yes,4,Yes,79
8164,11227,Godavari,CH08164,1/17/2026,Payment Failed,10,Resolved,Yes,4,Yes,48
8165,11234,Mohan,CH08165,1/9/2026,Unknown Charge,21,Transfer,Not sent,4,No,0
8166,11233,Naman,CH08166,1/23/2026,Delivered Not Received,19,Transfer,Not sent,3,No,0
8167,11230,Pawan,CH08167,1/26/2026,Account Locked,16,Resolved,No response,4,Yes,25
8168,11236,Shakshi,CH08168,1/18/2026,Whole Package Missing,14,Resolved,Yes,4,Yes,88
8169,11221,Anuj,CH08169,1/22/2026,Wrong Amount Charged,21,Resolved,Yes,5,No,0
8170,11226,Akash,CH08170,1/16/2026,Refund Not Received,3,Resolved,No,4,Yes,23
8171,11226,Akash,CH08171,1/10/2026,Unknown Charge,10,Transfer,Not sent,3,No,0
8172,11230,Pawan,CH08172,1/3/2026,Refund Not Received,20,Resolved,Yes,5,Yes,60
8173,11227,Godavari,CH08173,1/14/2026,Delivered Not Received,3,Escalated,Yes,3,No,0
8174,11236,Shakshi,CH08174,1/2/2026,Refund Not Received,16,Escalated,Yes,4,No,0
8175,11232,Vivek,CH08175,1/5/2026,Payment Failed,6,Transfer,Not sent,3,No,0
8176,11237,Sona,CH08176,1/30/2026,Account Locked,12,Resolved,Yes,4,Yes,54
8177,11223,Neha,CH08177,1/12/2026,Refund Not Received,19,Resolved,Yes,4,No,0
8178,11239,Sameer,CH08178,1/18/2026,Order Cancelled Issue,18,Resolved,Yes,4,No,0
8179,11221,Anuj,CH08179,1/23/2026,Account Locked,23,Resolved,Yes,5,Yes,214
8180,11235,Kunal,CH08180,1/11/2026,Unknown Charge,21,Parked,Not sent,4,No,0
8181,11234,Mohan,CH08181,1/10/2026,Item Missing,16,Resolved,No,5,Yes,90
8182,11222,Amit,CH08182,1/16/2026,Unknown Charge,7,Resolved,No,5,Yes,32
8183,11234,Mohan,CH08183,1/10/2026,Account Locked,10,Parked,Not sent,3,No,0
8184,11233,Naman,CH08184,1/30/2026,Whole Package Missing,12,Transfer,Not sent,4,No,0
8185,11239,Sameer,CH08185,1/12/2026,Refund Not Received,21,Parked,Not sent,2,No,0
8186,11226,Akash,CH08186,1/24/2026,Item Missing,13,Transfer,Not sent,3,No,0
8187,11221,Anuj,CH08187,1/20/2026,Refund Not Received,15,Resolved,No,4,Yes,39
8188,11232,Vivek,CH08188,1/8/2026,Account Locked,17,Resolved,Yes,5,No,0
8189,11222,Amit,CH08189,1/4/2026,Delivered Not Received,5,Resolved,No response,4,Yes,46
8190,11240,Santosh,CH08190,1/28/2026,Order Cancelled Issue,4,Resolved,No,4,Yes,11
8191,11222,Amit,CH08191,1/19/2026,Whole Package Missing,13,Resolved,Yes,4,Yes,86
8192,11227,Godavari,CH08192,1/24/2026,Payment Failed,14,Resolved,No,5,Yes,47
8193,11236,Shakshi,CH08193,1/7/2026,Wrong Amount Charged,14,Parked,Not sent,3,No,0
8194,11221,Anuj,CH08194,1/4/2026,Refund Not Received,3,Transfer,Not sent,4,No,0
8195,11237,Sona,CH08195,1/3/2026,Order Cancelled Issue,22,Resolved,No response,4,Yes,27
8196,11236,Shakshi,CH08196,1/12/2026,Account Locked,15,Transfer,Not sent,2,No,0
8197,11235,Kunal,CH08197,1/2/2026,Refund Not Received,14,Resolved,No response,4,Yes,38
8198,11237,Sona,CH08198,1/4/2026,Stuck in Shipment,19,Resolved,Yes,4,Yes,382
8199,11225,Kareem,CH08199,1/19/2026,Order Cancelled Issue,4,Transfer,Not sent,4,No,0
8200,11222,Amit,CH08200,1/30/2026,Refund Not Received,25,Resolved,No,5,Yes,64
8201,11231,Venkat,CH08201,1/22/2026,Whole Package Missing,5,Resolved,No response,4,Yes,27
8202,11238,Shanti,CH08202,1/19/2026,Wrong Amount Charged,21,Escalated,No response,2,No,0
8203,11223,Neha,CH08203,1/24/2026,Delivered Not Received,6,Parked,Not sent,3,No,0
8204,11234,Mohan,CH08204,1/7/2026,Stuck in Shipment,12,Resolved,Yes,4,Yes,78
8205,11221,Anuj,CH08205,1/5/2026,Stuck in Shipment,9,Resolved,Yes,4,Yes,461
8206,11234,Mohan,CH08206,1/7/2026,Order Cancelled Issue,14,Resolved,No,5,No,0
8207,11228,Muskan,CH08207,1/25/2026,Order Cancelled Issue,11,Transfer,Not sent,4,No,0
8208,11231,Venkat,CH08208,1/12/2026,Item Missing,9,Resolved,No response,4,Yes,61
8209,11237,Sona,CH08209,1/16/2026,Wrong Amount Charged,3,Resolved,Yes,4,Yes,65
8210,11221,Anuj,CH08210,1/30/2026,Item Missing,6,Transfer,Not sent,4,No,0
8211,11232,Vivek,CH08211,1/4/2026,Stuck in Shipment,7,Resolved,No response,5,No,0
8212,11240,Santosh,CH08212,1/1/2026,Account Locked,23,Transfer,Not sent,3,No,0
8213,11224,Jameel,CH08213,1/16/2026,Delivered Not Received,12,Resolved,Yes,4,Yes,57
8214,11222,Amit,CH08214,1/2/2026,Whole Package Missing,12,Escalated,No response,2,No,0
8215,11238,Shanti,CH08215,1/21/2026,Item Missing,11,Parked,Not sent,3,No,0
8216,11223,Neha,CH08216,1/9/2026,Order Cancelled Issue,10,Resolved,Yes,4,No,0
8217,11236,Shakshi,CH08217,1/18/2026,Payment Failed,23,Parked,Not sent,4,No,0
8218,11239,Sameer,CH08218,1/30/2026,Delivered Not Received,16,Resolved,Yes,5,Yes,26
8219,11228,Muskan,CH08219,1/7/2026,Order Cancelled Issue,19,Resolved,No,4,Yes,34
8220,11233,Naman,CH08220,1/7/2026,Refund Not Received,5,Resolved,Yes,5,Yes,22
8221,11226,Akash,CH08221,1/7/2026,Whole Package Missing,24,Resolved,Yes,5,Yes,92
8222,11225,Kareem,CH08222,1/22/2026,Payment Failed,25,Resolved,No,4,Yes,98
8223,11237,Sona,CH08223,1/21/2026,Order Cancelled Issue,4,Resolved,Yes,5,No,0
8224,11240,Santosh,CH08224,1/20/2026,Delivered Not Received,23,Resolved,Yes,5,Yes,37
8225,11228,Muskan,CH08225,1/11/2026,Item Missing,17,Resolved,Yes,5,Yes,24
8226,11235,Kunal,CH08226,1/27/2026,Stuck in Shipment,17,Parked,Not sent,3,No,0
8227,11236,Shakshi,CH08227,1/15/2026,Item Missing,5,Resolved,No,4,Yes,41
8228,11225,Kareem,CH08228,1/6/2026,Item Missing,12,Resolved,No response,4,Yes,22
8229,11232,Vivek,CH08229,1/28/2026,Whole Package Missing,17,Resolved,Yes,4,Yes,72
8230,11230,Pawan,CH08230,1/28/2026,Account Locked,6,Escalated,Yes,1,No,0
8231,11221,Anuj,CH08231,1/29/2026,Wrong Amount Charged,19,Transfer,Not sent,3,No,0
8232,11221,Anuj,CH08232,1/23/2026,Whole Package Missing,24,Resolved,Yes,5,Yes,104
8233,11230,Pawan,CH08233,1/25/2026,Item Missing,21,Resolved,Yes,4,Yes,87
8234,11221,Anuj,CH08234,1/10/2026,Wrong Amount Charged,19,Resolved,Yes,4,Yes,25
8235,11225,Kareem,CH08235,1/27/2026,Unknown Charge,24,Transfer,Not sent,3,No,0
8236,11238,Shanti,CH08236,1/20/2026,Order Cancelled Issue,21,Resolved,Yes,4,Yes,83
8237,11223,Neha,CH08237,1/6/2026,Unknown Charge,19,Resolved,No response,5,Yes,39
8238,11233,Naman,CH08238,1/9/2026,Order Cancelled Issue,17,Resolved,Yes,4,Yes,83
8239,11224,Jameel,CH08239,1/1/2026,Unknown Charge,20,Resolved,Yes,4,No,0
8240,11233,Naman,CH08240,1/14/2026,Whole Package Missing,17,Resolved,Yes,4,Yes,59
8241,11221,Anuj,CH08241,1/26/2026,Whole Package Missing,8,Resolved,No response,4,Yes,35
8242,11230,Pawan,CH08242,1/3/2026,Order Cancelled Issue,6,Resolved,Yes,4,Yes,22
8243,11234,Mohan,CH08243,1/16/2026,Account Locked,7,Escalated,Yes,2,No,0
8244,11228,Muskan,CH08244,1/19/2026,Delivered Not Received,12,Resolved,Yes,4,Yes,64
8245,11233,Naman,CH08245,1/1/2026,Whole Package Missing,12,Resolved,No response,5,Yes,51
8246,11232,Vivek,CH08246,1/8/2026,Account Locked,25,Resolved,No,4,No,0
8247,11231,Venkat,CH08247,1/4/2026,Payment Failed,21,Parked,Not sent,3,No,0
8248,11234,Mohan,CH08248,1/3/2026,Wrong Amount Charged,20,Resolved,Yes,5,Yes,81
8249,11233,Naman,CH08249,1/27/2026,Whole Package Missing,6,Resolved,No,4,Yes,17
8250,11237,Sona,CH08250,1/23/2026,Payment Failed,11,Transfer,Not sent,4,No,0
8251,11227,Godavari,CH08251,1/27/2026,Whole Package Missing,9,Resolved,Yes,4,Yes,92
8252,11239,Sameer,CH08252,1/5/2026,Payment Failed,17,Resolved,Yes,4,Yes,51
8253,11224,Jameel,CH08253,1/4/2026,Account Locked,24,Resolved,Yes,4,Yes,64
8254,11238,Shanti,CH08254,1/30/2026,Delivered Not Received,4,Transfer,Not sent,4,No,0
8255,11222,Amit,CH08255,1/14/2026,Item Missing,25,Escalated,No response,2,No,0
8256,11230,Pawan,CH08256,1/12/2026,Stuck in Shipment,8,Resolved,No,4,No,0
8257,11226,Akash,CH08257,1/5/2026,Stuck in Shipment,17,Parked,Not sent,3,No,0
8258,11233,Naman,CH08258,1/14/2026,Whole Package Missing,21,Transfer,Not sent,2,No,0
8259,11224,Jameel,CH08259,1/5/2026,Item Missing,25,Resolved,Yes,5,Yes,69
8260,11226,Akash,CH08260,1/13/2026,Stuck in Shipment,16,Transfer,Not sent,3,No,0
8261,11223,Neha,CH08261,1/20/2026,Unknown Charge,8,Escalated,Yes,4,No,0
8262,11229,Sirisha,CH08262,1/25/2026,Stuck in Shipment,12,Transfer,Not sent,2,No,0
8263,11228,Muskan,CH08263,1/19/2026,Whole Package Missing,4,Resolved,Yes,5,Yes,86
8264,11224,Jameel,CH08264,1/17/2026,Delivered Not Received,21,Transfer,Not sent,2,No,0
8265,11236,Shakshi,CH08265,1/23/2026,Item Missing,25,Escalated,No response,2,No,0
8266,11226,Akash,CH08266,1/14/2026,Stuck in Shipment,18,Transfer,Not sent,3,No,0
8267,11229,Sirisha,CH08267,1/12/2026,Payment Failed,11,Resolved,No response,5,Yes,93
8268,11231,Venkat,CH08268,1/2/2026,Stuck in Shipment,22,Escalated,No response,3,No,0
8269,11223,Neha,CH08269,1/23/2026,Account Locked,17,Transfer,Not sent,2,No,0
8270,11234,Mohan,CH08270,1/19/2026,Order Cancelled Issue,12,Resolved,Yes,4,Yes,82
8271,11237,Sona,CH08271,1/2/2026,Item Missing,13,Resolved,No response,5,Yes,62
8272,11234,Mohan,CH08272,1/5/2026,Unknown Charge,18,Transfer,Not sent,4,No,0
8273,11234,Mohan,CH08273,1/21/2026,Stuck in Shipment,10,Parked,Not sent,4,No,0
8274,11230,Pawan,CH08274,1/3/2026,Unknown Charge,14,Resolved,Yes,4,Yes,75
8275,11238,Shanti,CH08275,1/24/2026,Item Missing,16,Escalated,No response,2,No,0
8276,11227,Godavari,CH08276,1/30/2026,Stuck in Shipment,12,Resolved,Yes,5,Yes,91
8277,11233,Naman,CH08277,1/7/2026,Stuck in Shipment,10,Transfer,Not sent,3,No,0
8278,11227,Godavari,CH08278,1/8/2026,Whole Package Missing,23,Resolved,No response,5,Yes,208
8279,11228,Muskan,CH08279,1/27/2026,Refund Not Received,7,Resolved,No response,4,Yes,11
8280,11222,Amit,CH08280,1/18/2026,Whole Package Missing,14,Resolved,Yes,5,Yes,61
8281,11230,Pawan,CH08281,1/15/2026,Payment Failed,18,Transfer,Not sent,3,No,0
8282,11225,Kareem,CH08282,1/10/2026,Refund Not Received,7,Parked,Not sent,3,No,0
8283,11227,Godavari,CH08283,1/14/2026,Account Locked,14,Resolved,No response,4,Yes,46
8284,11233,Naman,CH08284,1/8/2026,Item Missing,9,Resolved,No,4,Yes,58
8285,11225,Kareem,CH08285,1/16/2026,Refund Not Received,23,Resolved,No response,5,Yes,64
8286,11237,Sona,CH08286,1/11/2026,Whole Package Missing,16,Resolved,Yes,4,Yes,24
8287,11226,Akash,CH08287,1/12/2026,Account Locked,12,Transfer,Not sent,2,No,0
8288,11230,Pawan,CH08288,1/23/2026,Whole Package Missing,20,Escalated,No response,2,No,0
8289,11234,Mohan,CH08289,1/24/2026,Order Cancelled Issue,21,Transfer,Not sent,4,No,0
8290,11221,Anuj,CH08290,1/20/2026,Account Locked,5,Parked,Not sent,4,No,0
8291,11234,Mohan,CH08291,1/23/2026,Stuck in Shipment,22,Resolved,No response,5,Yes,47
8292,11223,Neha,CH08292,1/14/2026,Whole Package Missing,13,Resolved,No response,5,Yes,34
8293,11228,Muskan,CH08293,1/4/2026,Whole Package Missing,11,Resolved,Yes,5,Yes,98
8294,11221,Anuj,CH08294,1/22/2026,Account Locked,22,Resolved,Yes,5,Yes,43
8295,11226,Akash,CH08295,1/1/2026,Stuck in Shipment,6,Resolved,No,5,Yes,441
8296,11229,Sirisha,CH08296,1/20/2026,Unknown Charge,7,Resolved,Yes,5,Yes,42
8297,11230,Pawan,CH08297,1/6/2026,Unknown Charge,25,Resolved,No response,5,No,0
8298,11221,Anuj,CH08298,1/9/2026,Whole Package Missing,8,Parked,Not sent,2,No,0
8299,11224,Jameel,CH08299,1/22/2026,Payment Failed,11,Transfer,Not sent,2,No,0
8300,11223,Neha,CH08300,1/17/2026,Delivered Not Received,19,Resolved,No response,5,Yes,245
8301,11222,Amit,CH08301,1/20/2026,Order Cancelled Issue,7,Resolved,Yes,4,Yes,83
8302,11239,Sameer,CH08302,1/26/2026,Whole Package Missing,23,Escalated,No response,1,No,0
8303,11236,Shakshi,CH08303,1/27/2026,Refund Not Received,4,Resolved,No,5,Yes,78
8304,11224,Jameel,CH08304,1/5/2026,Payment Failed,23,Resolved,Yes,5,Yes,27
8305,11232,Vivek,CH08305,1/24/2026,Order Cancelled Issue,22,Resolved,No response,5,Yes,21
8306,11228,Muskan,CH08306,1/23/2026,Stuck in Shipment,23,Escalated,Yes,1,No,0
8307,11228,Muskan,CH08307,1/3/2026,Stuck in Shipment,23,Parked,Not sent,3,No,0
8308,11225,Kareem,CH08308,1/8/2026,Payment Failed,22,Resolved,No response,4,No,0
8309,11222,Amit,CH08309,1/30/2026,Stuck in Shipment,23,Transfer,Not sent,2,No,0
8310,11234,Mohan,CH08310,1/11/2026,Stuck in Shipment,14,Resolved,No response,4,Yes,63
8311,11238,Shanti,CH08311,1/21/2026,Unknown Charge,4,Parked,Not sent,4,No,0
8312,11226,Akash,CH08312,1/16/2026,Whole Package Missing,11,Parked,Not sent,2,No,0
8313,11226,Akash,CH08313,1/22/2026,Payment Failed,9,Escalated,No response,3,No,0
8314,11239,Sameer,CH08314,1/13/2026,Stuck in Shipment,3,Transfer,Not sent,4,No,0
8315,11239,Sameer,CH08315,1/12/2026,Account Locked,6,Resolved,Yes,5,No,0
8316,11230,Pawan,CH08316,1/15/2026,Refund Not Received,20,Transfer,Not sent,2,No,0
8317,11227,Godavari,CH08317,1/10/2026,Unknown Charge,11,Resolved,Yes,4,No,0
8318,11228,Muskan,CH08318,1/27/2026,Account Locked,24,Resolved,Yes,5,Yes,30
8319,11230,Pawan,CH08319,1/27/2026,Wrong Amount Charged,4,Escalated,No response,1,No,0
8320,11226,Akash,CH08320,1/12/2026,Unknown Charge,17,Resolved,Yes,4,Yes,68
8321,11233,Naman,CH08321,1/3/2026,Wrong Amount Charged,7,Resolved,No response,5,Yes,99
8322,11227,Godavari,CH08322,1/27/2026,Payment Failed,20,Transfer,Not sent,2,No,0
8323,11226,Akash,CH08323,1/27/2026,Payment Failed,10,Transfer,Not sent,2,No,0
8324,11232,Vivek,CH08324,1/10/2026,Delivered Not Received,11,Resolved,Yes,4,Yes,70
8325,11225,Kareem,CH08325,1/3/2026,Delivered Not Received,15,Escalated,No response,1,No,0
8326,11234,Mohan,CH08326,1/9/2026,Delivered Not Received,21,Resolved,Yes,4,No,0
8327,11240,Santosh,CH08327,1/17/2026,Item Missing,13,Resolved,No,5,Yes,42
8328,11226,Akash,CH08328,1/18/2026,Refund Not Received,10,Transfer,Not sent,2,No,0
8329,11238,Shanti,CH08329,1/27/2026,Refund Not Received,20,Resolved,No,5,Yes,32
8330,11227,Godavari,CH08330,1/10/2026,Account Locked,9,Transfer,Not sent,3,No,0
8331,11232,Vivek,CH08331,1/29/2026,Item Missing,12,Resolved,Yes,4,Yes,56
8332,11221,Anuj,CH08332,1/28/2026,Whole Package Missing,15,Escalated,No response,4,No,0
8333,11221,Anuj,CH08333,1/16/2026,Account Locked,18,Resolved,Yes,4,Yes,53
8334,11240,Santosh,CH08334,1/1/2026,Whole Package Missing,22,Resolved,No response,5,Yes,38
8335,11223,Neha,CH08335,1/19/2026,Whole Package Missing,19,Escalated,Yes,4,No,0
8336,11239,Sameer,CH08336,1/4/2026,Wrong Amount Charged,16,Escalated,No response,3,No,0
8337,11231,Venkat,CH08337,1/22/2026,Unknown Charge,5,Resolved,No,5,Yes,63
8338,11233,Naman,CH08338,1/28/2026,Wrong Amount Charged,6,Resolved,No response,5,Yes,23
8339,11227,Godavari,CH08339,1/16/2026,Refund Not Received,18,Resolved,Yes,5,Yes,84
8340,11233,Naman,CH08340,1/11/2026,Stuck in Shipment,19,Resolved,No response,5,Yes,39
8341,11230,Pawan,CH08341,1/25/2026,Order Cancelled Issue,3,Resolved,Yes,4,No,0
8342,11226,Akash,CH08342,1/30/2026,Refund Not Received,4,Resolved,Yes,4,No,0
8343,11224,Jameel,CH08343,1/10/2026,Unknown Charge,4,Escalated,No response,4,No,0
8344,11238,Shanti,CH08344,1/25/2026,Account Locked,22,Resolved,Yes,4,No,0
8345,11236,Shakshi,CH08345,1/21/2026,Account Locked,13,Transfer,Not sent,4,No,0
8346,11222,Amit,CH08346,1/12/2026,Account Locked,3,Transfer,Not sent,3,No,0
8347,11227,Godavari,CH08347,1/26/2026,Stuck in Shipment,11,Parked,Not sent,2,No,0
8348,11225,Kareem,CH08348,1/12/2026,Wrong Amount Charged,7,Transfer,Not sent,3,No,0
8349,11237,Sona,CH08349,1/28/2026,Delivered Not Received,7,Resolved,No response,5,Yes,25
8350,11233,Naman,CH08350,1/13/2026,Order Cancelled Issue,9,Resolved,No,5,Yes,79
8351,11226,Akash,CH08351,1/3/2026,Whole Package Missing,17,Parked,Not sent,3,No,0
8352,11225,Kareem,CH08352,1/1/2026,Wrong Amount Charged,24,Resolved,No,5,Yes,30
8353,11239,Sameer,CH08353,1/28/2026,Order Cancelled Issue,22,Resolved,Yes,4,Yes,89
8354,11233,Naman,CH08354,1/7/2026,Order Cancelled Issue,13,Resolved,No response,5,No,0
8355,11238,Shanti,CH08355,1/25/2026,Unknown Charge,14,Resolved,Yes,5,No,0
8356,11238,Shanti,CH08356,1/25/2026,Unknown Charge,5,Transfer,Not sent,3,No,0
8357,11228,Muskan,CH08357,1/18/2026,Whole Package Missing,13,Resolved,Yes,5,Yes,48
8358,11236,Shakshi,CH08358,1/17/2026,Delivered Not Received,21,Resolved,Yes,4,Yes,43
8359,11240,Santosh,CH08359,1/13/2026,Account Locked,9,Resolved,Yes,4,Yes,50
8360,11236,Shakshi,CH08360,1/15/2026,Payment Failed,22,Resolved,Yes,4,No,0
8361,11223,Neha,CH08361,1/12/2026,Whole Package Missing,22,Transfer,Not sent,3,No,0
8362,11239,Sameer,CH08362,1/1/2026,Order Cancelled Issue,24,Resolved,No,4,Yes,66
8363,11237,Sona,CH08363,1/1/2026,Stuck in Shipment,23,Transfer,Not sent,2,No,0
8364,11223,Neha,CH08364,1/7/2026,Delivered Not Received,24,Resolved,Yes,5,No,0
8365,11239,Sameer,CH08365,1/2/2026,Stuck in Shipment,20,Resolved,No response,5,No,0
8366,11228,Muskan,CH08366,1/23/2026,Stuck in Shipment,18,Transfer,Not sent,2,No,0
8367,11231,Venkat,CH08367,1/28/2026,Account Locked,9,Resolved,Yes,4,Yes,486
8368,11223,Neha,CH08368,1/19/2026,Unknown Charge,9,Resolved,No response,4,Yes,51
8369,11224,Jameel,CH08369,1/25/2026,Item Missing,12,Transfer,Not sent,4,No,0
8370,11226,Akash,CH08370,1/3/2026,Payment Failed,14,Resolved,Yes,4,No,0
8371,11239,Sameer,CH08371,1/27/2026,Refund Not Received,25,Resolved,No response,5,Yes,95
8372,11238,Shanti,CH08372,1/27/2026,Account Locked,22,Transfer,Not sent,4,No,0
8373,11238,Shanti,CH08373,1/30/2026,Wrong Amount Charged,18,Resolved,Yes,5,No,0
8374,11233,Naman,CH08374,1/14/2026,Order Cancelled Issue,7,Transfer,Not sent,4,No,0
8375,11223,Neha,CH08375,1/9/2026,Order Cancelled Issue,5,Resolved,No response,5,Yes,81
8376,11224,Jameel,CH08376,1/8/2026,Whole Package Missing,9,Parked,Not sent,3,No,0
8377,11232,Vivek,CH08377,1/17/2026,Order Cancelled Issue,5,Escalated,Yes,2,No,0
8378,11233,Naman,CH08378,1/9/2026,Payment Failed,22,Resolved,Yes,4,Yes,24
8379,11237,Sona,CH08379,1/19/2026,Account Locked,16,Resolved,Yes,5,Yes,14
8380,11224,Jameel,CH08380,1/26/2026,Order Cancelled Issue,6,Resolved,Yes,4,Yes,340
8381,11232,Vivek,CH08381,1/1/2026,Item Missing,19,Resolved,No response,5,Yes,59
8382,11237,Sona,CH08382,1/16/2026,Wrong Amount Charged,7,Resolved,Yes,4,Yes,12
8383,11221,Anuj,CH08383,1/4/2026,Unknown Charge,7,Escalated,No response,1,No,0
8384,11238,Shanti,CH08384,1/16/2026,Delivered Not Received,8,Transfer,Not sent,3,No,0
8385,11234,Mohan,CH08385,1/29/2026,Wrong Amount Charged,7,Resolved,Yes,4,Yes,58
8386,11240,Santosh,CH08386,1/2/2026,Refund Not Received,7,Resolved,No response,5,Yes,81
8387,11229,Sirisha,CH08387,1/27/2026,Item Missing,13,Resolved,No,5,Yes,80
8388,11228,Muskan,CH08388,1/3/2026,Order Cancelled Issue,10,Resolved,Yes,5,Yes,43
8389,11239,Sameer,CH08389,1/24/2026,Wrong Amount Charged,25,Resolved,No response,4,No,0
8390,11235,Kunal,CH08390,1/19/2026,Whole Package Missing,7,Parked,Not sent,2,No,0
8391,11231,Venkat,CH08391,1/9/2026,Unknown Charge,6,Transfer,Not sent,4,No,0
8392,11231,Venkat,CH08392,1/1/2026,Whole Package Missing,9,Parked,Not sent,4,No,0
8393,11223,Neha,CH08393,1/29/2026,Whole Package Missing,9,Parked,Not sent,4,No,0
8394,11237,Sona,CH08394,1/23/2026,Payment Failed,16,Transfer,Not sent,2,No,0
8395,11240,Santosh,CH08395,1/30/2026,Order Cancelled Issue,15,Resolved,Yes,4,Yes,24
8396,11229,Sirisha,CH08396,1/18/2026,Unknown Charge,24,Resolved,No response,5,Yes,44
8397,11225,Kareem,CH08397,1/16/2026,Stuck in Shipment,5,Escalated,No response,3,No,0
8398,11239,Sameer,CH08398,1/29/2026,Unknown Charge,14,Resolved,Yes,5,Yes,34
8399,11227,Godavari,CH08399,1/10/2026,Wrong Amount Charged,7,Resolved,No response,5,No,0
8400,11223,Neha,CH08400,1/25/2026,Unknown Charge,21,Transfer,Not sent,2,No,0
8401,11221,Anuj,CH08401,1/3/2026,Unknown Charge,3,Escalated,No response,3,No,0
8402,11226,Akash,CH08402,1/21/2026,Item Missing,8,Parked,Not sent,4,No,0
8403,11235,Kunal,CH08403,1/4/2026,Stuck in Shipment,16,Resolved,No response,4,Yes,93
8404,11232,Vivek,CH08404,1/27/2026,Wrong Amount Charged,20,Transfer,Not sent,3,No,0
8405,11224,Jameel,CH08405,1/25/2026,Payment Failed,23,Parked,Not sent,4,No,0
8406,11222,Amit,CH08406,1/17/2026,Whole Package Missing,20,Resolved,Yes,5,Yes,24
